Group;  cell;  Dli; abs; perc
Int astro; 47; 31; 0.16725; 26.2154
Int astro; 47; 26; 0.049824; 8.1735
Int astro; 47; 37; 0.17975; 30.7077
Int astro; 47; 30; 0.17896; 32.8028
Int astro; 47; 17; 0.090363; 17.0023
Int astro; 47; 14; 0.062464; 12.446
Int astro; 47; 31; 0.10448; 22.1816
Int astro; 47; 12; 0.083068; 18.1075
Int astro; 47; 20; 0.14628; 34.2502
Int astro; 47; 7; 0.055867; 13.7409
Int astro; 47; 11; 0.017024; 4.346
Int astro; 47; 25; 0.1051; 28.4556
Int astro; 47; 15; 0.017658; 5.1446
Int astro; 47; 23; 0.084554; 25.8006
Int astro; 47; 5; -0.0025449; -0.80301
Int astro; 47; 14; 0.025299; 8.2368
Int astro; 47; 2; -0.034043; -11.1629
Int astro; 47; 17; 0.0089469; 2.9636
Int astro; 47; 46; 0.098033; 34.9307
Int astro; 48; 21; 0.39814; 20.6082
Int astro; 48; 22; 0.22492; 11.8658
Int astro; 48; 23; 0.25076; 13.6004
Int astro; 48; 21; 0.21312; 11.7549
Int astro; 48; 26; 0.30305; 17.0496
Int astro; 48; 26; 0.078016; 4.4735
Int astro; 48; 23; 0.20917; 12.5373
Int astro; 48; 30; 0.26391; 16.2632
Int astro; 48; 19; 0.21385; 13.4726
Int astro; 48; 32; 0.18456; 12.0349
Int astro; 48; 20; 0.17509; 11.6876
Int astro; 48; 42; 0.23442; 17.0013
Int astro; 48; 25; 0.13416; 10.3154
Int astro; 48; 17; 0.081706; 6.5065
Int astro; 48; 17; 0.10071; 8.1546
Int astro; 48; 48; 0.09465; 7.9398
Int astro; 48; 20; 0.087709; 7.5632
Int astro; 48; 21; 0.095524; 8.4122
Int astro; 48; 17; 0.11632; 10.469
Int astro; 48; 44; 0.17429; 15.9481
Int astro; 48; 34; 0.16397; 16.0517
Int astro; 48; 27; 0.11211; 11.5533
Int astro; 48; 33; 0.10676; 11.3185
Int astro; 48; 28; 0.22621; 25.1572
Int astro; 48; 17; 0.12282; 14.133
Int astro; 48; 17; 0.11489; 13.3853
Int astro; 48; 19; 0.015716; 1.8618
Int astro; 48; 22; 0.088739; 10.7191
Int astro; 48; 18; 0.071978; 8.8374
Int astro; 48; 28; 0.14741; 18.4706
Int astro; 48; 34; 0.14225; 18.2856
Int astro; 48; 27; 0.082276; 11.7059
Int astro; 48; 51; 0.059037; 8.5279
Int astro; 49; 29; 0.21375; 10.6667
Int astro; 49; 26; 0.16653; 8.46
Int astro; 49; 36; 0.24955; 13.2764
Int astro; 49; 45; 0.18016; 9.9263
Int astro; 49; 51; 0.18786; 10.9332
Int astro; 49; 23; 0.12714; 7.669
Int astro; 49; 44; 0.19697; 12.1239
Int astro; 49; 32; 0.088789; 5.8143
Int astro; 49; 25; 0.21931; 14.9683
Int astro; 49; 31; 0.15791; 11.5587
Int astro; 49; 29; 0.16805; 12.9108
Int astro; 49; 32; 0.15746; 12.6399
Int astro; 49; 20; 0.12087; 10.2145
Int astro; 49; 36; 0.18198; 15.7102
Int astro; 49; 22; 0.19465; 17.8369
Int astro; 49; 14; 0.046829; 4.3844
Int astro; 49; 23; 0.093927; 8.9546
Int astro; 49; 19; 0.14149; 13.917
Int astro; 49; 31; 0.22428; 22.5972
Int astro; 49; 36; 0.11167; 11.627
Int astro; 49; 16; 0.059955; 6.4997
Int astro; 49; 35; 0.1002; 11.1853
Int astro; 49; 25; 0.18327; 21.8908
Int astro; 49; 18; 0.12709; 15.5365
Int astro; 49; 48; 0.12184; 15.321
Int astro; 49; 21; 0.026667; 3.5033
Int astro; 49; 40; 0.16671; 22.1882
Int astro; 50; 54; 0.66257; 12.4665
Int astro; 50; 28; 0.43665; 8.2817
Int astro; 50; 22; 0.55909; 10.7596
Int astro; 50; 23; 0.47597; 9.2848
Int astro; 50; 40; 0.44275; 9.0051
Int astro; 50; 22; 0.57945; 12.139
Int astro; 50; 49; 0.35146; 7.5741
Int astro; 50; 28; 0.226; 5.4001
Int astro; 50; 35; 0.33839; 8.2367
Int astro; 50; 27; 0.40786; 10.1426
Int astro; 50; 43; 0.17917; 4.61
Int astro; 50; 36; 0.27834; 7.2498
Int astro; 50; 42; 0.37708; 9.8976
Int astro; 50; 37; 0.15166; 4.2582
Int astro; 51; 46; 0.15046; 6.2756
Int astro; 51; 47; 0.11435; 4.8478
Int astro; 51; 29; 0.20184; 8.9842
Int astro; 51; 60; 0.1308; 5.9752
Int astro; 51; 31; 0.14889; 6.9769
Int astro; 51; 25; 0.14024; 6.6563
Int astro; 52; 23; 0.42043; 8.5686
Int astro; 52; 37; 0.36359; 7.704
Int astro; 52; 67; 0.37834; 8.936
Int astro; 52; 51; 0.34775; 8.3389
Int astro; 52; 33; 0.33298; 8.3184
Int astro; 52; 20; 0.25857; 7.129
Int astro; 52; 28; 0.23453; 6.529
Int astro; 52; 22; 0.27212; 7.7286
Int astro; 52; 39; 0.3856; 11.736
Int astro; 53; 52; 0.36564; 7.8954
Int astro; 53; 33; 0.28802; 7.0796
Int astro; 53; 49; 0.28095; 7.4287
Int astro; 53; 49; 0.20804; 5.5958
Int astro; 53; 56; 0.23985; 6.7624
Int astro; 53; 50; 0.36802; 10.5098
Int astro; 53; 38; 0.27104; 7.8603
Int astro; 53; 31; 0.29139; 8.5297
Int astro; 54; 29; 0.35981; 26.3654
Int astro; 54; 32; 0.38439; 28.5036
Int astro; 54; 67; 0.49153; 37.3204
Int astro; 54; 69; 0.17485; 14.6717
Int astro; 54; 29; 0.068732; 6.1626
Int astro; 54; 31; 0.19072; 17.7543
Int astro; 54; 27; 0.23337; 22.4143
Int astro; 54; 26; 0.1414; 14.0581
Int astro; 54; 23; 0.28472; 28.9977
Int astro; 54; 32; 0.19444; 20.4777
Int astro; 54; 87; 0.23783; 26.1853
Int astro; 54; 97; 0.12606; 16.6632
Int astro; 54; 26; 0.23336; 33.0183
Int astro; 54; 25; 0.22259; 33.5935
Int astro; 54; 50; 0.19615; 33.4454
Int astro; 54; 20; 0.057222; 10.52
Int astro; 54; 68; 0.25425; 53.0235
Int astro; 54; 39; 0.13297; 30.7965
Int astro; 54; 33; 0.099308; 24.9671
Int astro; 54; 27; 0.20958; 58.0866
Int astro; 54; 35; 0.1133; 34.4439
Int astro; 54; 29; 0.13362; 45.4566
Int astro; 54; 51; 0.1758; 80.9288
Int astro; 54; 25; 0.18268; 106.1286
Int astro; 54; 30; 0.094712; 67.4239
Int astro; 54; 9; 0.25181; 562.1655
Int astro; 54; 26; 0.15093; 380.0546
Int astro; 54; 24; 0.36452; 958.1613
Int astro; 56; 17; 0.19306; 3841.1602
Int astro; 56; 9; 0.15856; -716.9076
Int astro; 58; 13; 0.23536; 138.496
Int astro; 58; 32; 0.17982; 121.1436
Int astro; 58; 38; 0.15571; 137.9865
Int astro; 58; 2; -0.057001; -65.5721
Int astro; 58; 31; 0.078798; 113.2815
Int astro; 58; 2; -0.01913; -43.3803
Int astro; 58; 31; 0.029903; 132.2133
Int astro; 58; 6; 0.018682; -174.148
Int astro; 58; 3; 0.048184; -208.483
Int astro; 59; 41; 0.16336; 4.5579
Int astro; 59; 26; 0.21496; 6.7515
Int astro; 59; 26; 0.21061; 7.3644
Int astro; 59; 59; 0.18395; 6.6561
Int astro; 59; 73; 0.2328; 8.943
Int astro; 60; 65; 0.17116; 7.9233
Int astro; 60; 25; 0.1024; 5.9541
Int astro; 60; 41; 0.10648; 7.3904
Int astro; 60; 42; 0.10296; 7.5743
Int astro; 60; 25; 0.033887; 2.7146
Int astro; 60; 36; 0.034436; 2.8179
Int astro; 60; 30; 0.077034; 6.6578
Int astro; 60; 24; 0.074403; 6.6247
Int astro; 62; 79; 0.17639; 10.6225
Int astro; 62; 27; 0.18242; 11.2451
Int astro; 62; 30; 0.12206; 7.6711
Int astro; 62; 30; 0.078116; 5.38
Int astro; 62; 31; 0.04868; 4.3165
Int astro; 62; 30; 0.093129; 8.5666
Int astro; 62; 26; 0.06828; 6.7048
Int astro; 62; 20; 0.065701; 6.6523
Int astro; 62; 31; 0.11327; 11.9201
Int astro; 62; 21; 0.10951; 11.9393
Int astro; 62; 39; 0.2101; 23.9852
Int astro; 62; 20; 0.096369; 11.3357
Int astro; 62; 27; 0.065351; 7.9622
Int astro; 62; 27; 0.11505; 15.0136
Int astro; 62; 20; 0.13105; 18.7035
Int astro; 62; 16; 0.064668; 9.6649
Int astro; 62; 21; 0.058929; 9.8296
Int astro; 62; 20; 0.068609; 11.8847
Int astro; 62; 21; 0.083015; 14.9309
Int astro; 62; 17; 0.033904; 6.3419
Int astro; 62; 26; 0.062921; 12.4245
Int astro; 62; 19; 0.037667; 7.561
Int astro; 62; 30; 0.042821; 8.9727
Int astro; 63; 18; 0.31498; 35.8321
Int astro; 63; 38; 0.43337; 51.263
Int astro; 63; 41; 0.45749; 55.7247
Int astro; 63; 32; 0.4204; 53.1142
Int astro; 63; 35; 0.34091; 44.2999
Int astro; 63; 86; 0.29802; 40.2955
Int astro; 63; 30; 0.37993; 52.9377
Int astro; 63; 24; 0.36541; 52.3265
Int astro; 63; 32; 0.27801; 41.1587
Int astro; 63; 21; 0.17601; 26.865
Int astro; 63; 32; 0.26061; 41.6056
Int astro; 63; 59; 0.44823; 75.3512
Int astro; 63; 61; 0.34249; 58.8431
Int astro; 63; 54; 0.27185; 48.0949
Int astro; 63; 55; 0.27984; 52.4575
Int astro; 63; 23; 0.16418; 31.7342
Int astro; 63; 5; -0.041289; -8.1699
Int astro; 63; 25; 0.26884; 54.7448
Int astro; 63; 54; 0.30523; 64.8853
Int astro; 63; 31; 0.18317; 43.9589
Int astro; 63; 30; 0.22786; 59.7728
Int astro; 63; 31; 0.22504; 65.1596
Int astro; 63; 27; 0.1649; 50.7886
Int astro; 63; 25; 0.095599; 31.7892
Int astro; 63; 31; 0.2418; 86.5192
Int astro; 63; 23; 0.17641; 66.9006
Int astro; 63; 6; 0.024548; 9.8982
Int astro; 63; 36; 0.25352; 108.4825
Int astro; 63; 24; 0.23776; 105.6393
Int astro; 63; 34; 0.11005; 51.7093
Int astro; 63; 20; 0.18945; 92.0354
Int astro; 63; 35; 0.2266; 114.7066
Int astro; 63; 41; 0.17423; 87.4829
Int astro; 63; 31; 0.16071; 81.5464
Int astro; 66; 47; 0.089808; 5.3318
Int astro; 66; 39; 0.11326; 7.9413
Int astro; 67; 31; 0.30038; 9.0973
Int astro; 67; 27; 0.38117; 11.7735
Int astro; 67; 38; 0.35422; 11.3015
Int astro; 67; 44; 0.23263; 7.743
Int astro; 67; 25; 0.22348; 8.1846
Int astro; 67; 47; 0.1856; 6.9901
Int astro; 68; 22; 0.79865; 13.429
Int astro; 68; 25; 0.59833; 10.1233
Int astro; 68; 45; 0.47021; 8.0487
Int astro; 68; 25; 0.39283; 6.8365
Int astro; 68; 31; 0.44; 7.7685
Int astro; 68; 26; 0.38709; 7.1381
Int astro; 68; 43; 0.40501; 8.1687
Int astro; 68; 98; 0.20821; 4.739
Int astro; 69; 73; 0.22219; 6.2303
Int astro; 69; 33; 0.20182; 6.3463
Int astro; 69; 25; 0.3122; 11.5318
Int astro; 69; 23; 0.11581; 4.5598
Int astro; 69; 36; 0.1238; 5.7892
Int astro; 70; 23; 0.19816; 7.9393
Int astro; 70; 23; 0.2491; 10.1882
Int astro; 70; 16; 0.1694; 7.1356
Int astro; 70; 17; 0.16132; 6.8528
Int astro; 70; 31; 0.23784; 10.2068
Int astro; 70; 25; 0.21035; 9.2201
Int astro; 70; 18; 0.10829; 5.1066
Int astro; 70; 16; 0.16285; 7.8076
Int astro; 70; 19; 0.2027; 10.0864
Int astro; 70; 26; 0.21522; 11.2418
Int astro; 70; 17; 0.15227; 8.0435
Int astro; 70; 13; 0.17207; 9.1537
Int astro; 70; 31; 0.19192; 10.3136
Int astro; 70; 29; 0.18066; 9.8862
Int astro; 70; 30; 0.14102; 7.8417
Int astro; 70; 41; 0.1268; 7.1945
Int astro; 70; 22; 0.18739; 11.2607
Int astro; 70; 26; 0.12994; 7.903
Int astro; 70; 26; 0.16019; 9.9967
Int astro; 70; 22; 0.15343; 9.9383
Int astro; 70; 41; 0.13918; 9.2703
Int astro; 70; 31; 0.13964; 9.4999
Int astro; 70; 19; 0.076126; 5.2504
Int astro; 70; 28; 0.083998; 5.8823
Int astro; 71; 20; 0.42131; 23.0232
Int astro; 71; 26; 0.17468; 9.5951
Int astro; 71; 23; 0.2942; 16.2475
Int astro; 71; 26; 0.3091; 17.1667
Int astro; 71; 22; 0.24163; 13.5151
Int astro; 71; 23; 0.25616; 14.5169
Int astro; 71; 20; 0.27404; 15.6934
Int astro; 71; 22; 0.37734; 21.8819
Int astro; 71; 22; 0.31594; 18.7638
Int astro; 71; 21; 0.2019; 12.1337
Int astro; 71; 39; 0.27872; 16.9981
Int astro; 71; 33; 0.17782; 11.0531
Int astro; 71; 17; 0.070957; 4.4699
Int astro; 71; 15; 0.14033; 8.8721
Int astro; 71; 39; 0.27424; 17.4657
Int astro; 71; 19; 0.18219; 11.681
Int astro; 71; 42; 0.17208; 11.1243
Int astro; 71; 43; 0.18493; 12.2523
Int astro; 71; 21; 0.19534; 13.1235
Int astro; 71; 18; 0.15622; 10.6087
Int astro; 71; 20; 0.18134; 12.4394
Int astro; 71; 33; 0.22227; 15.4877
Int astro; 71; 38; 0.11721; 8.3601
Int astro; 71; 24; 0.17114; 12.451
Int astro; 71; 14; 0.15866; 11.7705
Int astro; 71; 33; 0.2729; 20.3864
Int astro; 71; 15; 0.075356; 5.7378
Int astro; 71; 19; 0.045911; 3.5261
Int astro; 71; 37; 0.23713; 18.7905
Int astro; 71; 20; 0.11443; 9.2359
Int astro; 71; 25; 0.089779; 7.3166
Int astro; 71; 34; 0.073657; 6.0521
Int astro; 71; 44; 0.25126; 21.1269
Int astro; 71; 18; 0.12941; 11.212
Int astro; 71; 28; 0.17568; 15.4754
Int astro; 71; 21; 0.10248; 9.219
Int astro; 71; 19; 0.11357; 10.2896
Int astro; 71; 38; 0.1826; 16.6793
Int astro; 72; 53; 0.29907; 22.2367
Int astro; 72; 54; 0.2553; 19.3047
Int astro; 72; 33; 0.23935; 18.6307
Int astro; 72; 32; 0.12525; 10.0113
Int astro; 72; 49; 0.17363; 14.3727
Int astro; 72; 55; 0.37474; 33.3257
Int astro; 72; 46; 0.35627; 33.6743
Int astro; 72; 27; 0.12545; 12.3741
Int astro; 72; 20; 0.072188; 7.5189
Int astro; 72; 35; 0.22358; 24.2608
Int astro; 72; 34; 0.099195; 11.2781
Int astro; 72; 17; 0.034215; 3.9747
Int astro; 72; 34; 0.16221; 19.4732
Int astro; 72; 24; 0.15409; 19.2341
Int astro; 72; 40; 0.27014; 34.8094
Int astro; 72; 33; 0.12654; 17.6335
Int astro; 72; 49; 0.2143; 32.2651
Int astro; 72; 54; 0.21763; 35.5993
Int astro; 72; 31; 0.14607; 26.2737
Int astro; 72; 29; 0.064789; 12.7455
Int astro; 72; 45; 0.20265; 44.4539
Int astro; 72; 32; 0.14586; 33.834
Int astro; 72; 42; 0.15359; 37.621
Int astro; 72; 24; 0.099073; 26.9609
Int astro; 72; 50; 0.21436; 65.4044
Int astro; 72; 46; 0.091772; 31.6267
Int astro; 72; 51; 0.10933; 42.3363
Int astro; 72; 21; 0.080339; 33.2946
Int astro; 72; 33; 0.15492; 65.9806
Int astro; 72; 4; -0.061712; -27.1309
Int astro; 72; 8; -0.03437; -15.4409
Int astro; 73; 4; 0.10307; -514.6158
Int astro; 73; 12; 0.11668; -337.9569
Int astro; 73; 3; 0.070519; -150.6392
Int astro; 74; 13; 0.89734; 24.8696
Int astro; 74; 31; 0.87873; 24.4934
Int astro; 74; 31; 0.64776; 18.2369
Int astro; 74; 28; 0.65781; 18.7722
Int astro; 74; 26; 1.1698; 33.7734
Int astro; 74; 33; 0.71839; 21.0806
Int astro; 74; 25; 0.89226; 26.5165
Int astro; 74; 25; 0.67938; 20.4149
Int astro; 74; 29; 0.76237; 23.1073
Int astro; 74; 23; 0.67127; 20.5797
Int astro; 74; 24; 0.61961; 19.2853
Int astro; 74; 21; 0.53642; 16.8883
Int astro; 74; 26; 0.67414; 21.4702
Int astro; 74; 32; 0.68341; 22.0658
Int astro; 74; 19; 0.66765; 21.6884
Int astro; 74; 22; 0.4987; 16.3216
Int astro; 74; 20; 0.5376; 17.72
Int astro; 74; 22; 0.59111; 19.487
Int astro; 74; 24; 0.5942; 19.7228
Int astro; 74; 24; 0.57415; 19.1758
Int astro; 74; 22; 0.60292; 20.328
Int astro; 74; 15; 0.48718; 16.7367
Int astro; 74; 19; 0.63002; 21.8595
Int astro; 74; 22; 0.59861; 21.0058
Int astro; 74; 21; 0.5376; 19.108
Int astro; 74; 24; 0.56234; 20.2745
Int astro; 74; 23; 0.41909; 15.307
Int astro; 74; 20; 0.50554; 18.6128
Int astro; 74; 23; 0.45256; 16.7943
Int astro; 74; 29; 0.41631; 15.655
Int astro; 74; 18; 0.32438; 12.2709
Int astro; 74; 19; 0.43796; 16.6982
Int astro; 74; 22; 0.47836; 18.3528
Int astro; 74; 22; 0.45719; 17.6297
Int astro; 74; 18; 0.42498; 16.5184
Int astro; 74; 21; 0.5516; 21.5666
Int astro; 74; 20; 0.43975; 17.3577
Int astro; 74; 17; 0.49566; 19.7005
Int astro; 74; 22; 0.33423; 13.3891
Int astro; 74; 19; 0.36535; 14.7612
Int astro; 74; 19; 0.38437; 15.6349
Int astro; 74; 21; 0.34689; 14.213
Int astro; 74; 21; 0.30101; 12.4416
Int astro; 74; 20; 0.29633; 12.3371
Int astro; 74; 17; 0.24584; 10.3036
Int astro; 74; 19; 0.38251; 16.0763
Int astro; 74; 19; 0.35218; 14.8383
Int astro; 74; 21; 0.2587; 10.9209
Int astro; 74; 17; 0.28798; 12.1817
Int astro; 75; 28; 0.77375; 33.2346
Int astro; 75; 30; 0.81745; 35.3942
Int astro; 75; 27; 0.75687; 33.1865
Int astro; 75; 35; 0.74641; 33.275
Int astro; 75; 29; 0.96699; 43.6676
Int astro; 75; 32; 0.83833; 38.514
Int astro; 75; 24; 0.71779; 33.4154
Int astro; 75; 26; 0.76514; 35.8771
Int astro; 75; 25; 0.69729; 32.7809
Int astro; 75; 55; 0.60889; 29.2153
Int astro; 75; 25; 0.63176; 30.5552
Int astro; 75; 25; 0.82825; 40.4469
Int astro; 75; 32; 0.68188; 33.7505
Int astro; 75; 23; 0.67658; 33.8562
Int astro; 75; 20; 0.51541; 25.968
Int astro; 75; 22; 0.5371; 27.2924
Int astro; 75; 20; 0.54464; 27.76
Int astro; 75; 25; 0.51707; 26.4429
Int astro; 75; 21; 0.56323; 28.9039
Int astro; 75; 23; 0.57549; 29.66
Int astro; 75; 36; 0.45404; 23.5317
Int astro; 75; 21; 0.47194; 24.6596
Int astro; 75; 21; 0.53183; 27.8711
Int astro; 75; 22; 0.46465; 24.4947
Int astro; 75; 22; 0.52629; 27.96
Int astro; 75; 20; 0.48299; 25.8597
Int astro; 75; 19; 0.47859; 25.8116
Int astro; 75; 22; 0.50831; 27.5967
Int astro; 75; 28; 0.26474; 14.5357
Int astro; 75; 16; 0.28303; 15.612
Int astro; 75; 21; 0.38444; 21.4218
Int astro; 75; 23; 0.52313; 29.4306
Int astro; 75; 18; 0.35767; 20.2918
Int astro; 75; 21; 0.36443; 20.8549
Int astro; 75; 19; 0.41588; 23.9938
Int astro; 75; 18; 0.38214; 22.2615
Int astro; 75; 18; 0.29295; 17.207
Int astro; 75; 21; 0.34277; 20.2665
Int astro; 75; 20; 0.39127; 23.2419
Int astro; 75; 20; 0.37138; 22.149
Int astro; 75; 22; 0.24009; 14.4091
Int astro; 75; 20; 0.4213; 25.4448
Int astro; 75; 20; 0.28986; 17.5604
Int astro; 75; 37; 0.2603; 15.8139
Int astro; 75; 20; 0.27007; 16.4098
Int astro; 75; 22; 0.29189; 17.7762
Int astro; 75; 35; 0.31875; 19.4706
Int astro; 76; 30; 0.25769; 6.7105
Int astro; 76; 20; 0.17127; 4.7366
Int astro; 76; 42; 0.14987; 4.2247
Int astro; 76; 100; 0.1683; 5.2545
Int astro; 77; 25; 0.52416; 16.0226
Int astro; 77; 28; 0.55404; 17.0187
Int astro; 77; 19; 0.41722; 12.8545
Int astro; 77; 24; 0.48295; 14.9491
Int astro; 77; 25; 0.55915; 17.4297
Int astro; 77; 20; 0.38352; 12.0082
Int astro; 77; 21; 0.4769; 15
Int astro; 77; 20; 0.2823; 8.9236
Int astro; 77; 20; 0.32534; 10.3164
Int astro; 77; 20; 0.32748; 10.4065
Int astro; 77; 19; 0.30546; 9.7596
Int astro; 77; 20; 0.34152; 10.9517
Int astro; 77; 31; 0.2415; 7.8209
Int astro; 77; 20; 0.39489; 12.8557
Int astro; 77; 18; 0.31526; 10.2922
Int astro; 77; 19; 0.39281; 12.8627
Int astro; 77; 36; 0.23971; 7.8771
Int astro; 77; 37; 0.29644; 9.9615
Int astro; 77; 20; 0.3072; 10.4554
Int astro; 77; 21; 0.20354; 7.1908
Int astro; 77; 23; 0.37025; 13.6085
Int astro; 77; 32; 0.23636; 8.8906
Int astro; 77; 22; 0.14131; 5.5539
Int astro; 77; 24; 0.27936; 11.1228
Int astro; 77; 18; 0.26609; 10.9686
Int astro; 77; 24; 0.12307; 5.118
Int astro; 77; 35; 0.25544; 10.837
Int astro; 77; 47; 0.17098; 7.4002
Int astro; 77; 47; 0.20536; 9.0743
Int astro; 77; 50; 0.24036; 11.2085
Int astro; 77; 37; 0.16142; 7.592
Int astro; 78; 6; 0.22328; 23.7961
Int astro; 78; 2; 0.1992; 21.2562
Int astro; 78; 2; 0.15646; 16.7589
Int astro; 78; 28; 0.22567; 24.3375
Int astro; 78; 15; 0.17726; 19.3541
Int astro; 78; 23; 0.12105; 13.4111
Int astro; 78; 7; 0.051833; 5.8322
Int astro; 78; 4; 0.035223; 3.9897
Int astro; 78; 3; 0.031193; 3.5414
Int astro; 78; 40; 0.094243; 11.2185
Int astro; 78; 2; 0.031636; 3.9287
Int astro; 78; 2; 0.032067; 3.9964
Int astro; 78; 2; 0.03763; 4.7063
Int astro; 78; 2; 0.083771; 10.5919
Int astro; 78; 11; 0.03506; 4.6488
Int astro; 78; 23; 0.088896; 12.3528
Int astro; 78; 2; 0.0070462; 1.0067
Int astro; 78; 11; 0.033922; 4.9258
Int astro; 78; 21; 0.079394; 12.1309
Int astro; 78; 2; 0.0096215; 1.5258
Int astro; 78; 22; 0.062964; 10.508
Int astro; 78; 41; 0.13203; 23.9862
Int astro; 78; 2; 0.0087619; 1.7347
Int astro; 78; 2; -0.0081973; -1.6466
Int astro; 78; 29; 0.082195; 17.2603
Int astro; 78; 3; 0.013482; 3.0808
Int astro; 78; 31; 0.11289; 28.4674
Int astro; 78; 4; -0.025641; -7.0703
Int astro; 78; 45; 0.070245; 22.3617
Int astro; 78; 13; 0.034657; 12.4995
Int astro; 78; 11; 0.028789; 11.0325
Int astro; 78; 18; 0.053012; 22.4993
Int astro; 78; 30; 0.11125; 55.6398
Int astro; 78; 16; 0.036631; 21.7406
Int astro; 78; 4; 0.023513; 15.103
Int astro; 78; 4; 0.034238; 27.424
Int astro; 78; 4; 0.05522; 47.1236
Int astro; 78; 2; 0.058302; 50.8644
Int astro; 78; 2; 0.061423; 54.7266
Int astro; 78; 4; 0.068613; 65.9662
Int astro; 78; 2; 0.06815; 68.8917
Int astro; 78; 2; 0.073306; 76.0626
Int astro; 78; 2; 0.076888; 90.5349
Int astro; 78; 5; 0.061503; 89.688
Int astro; 78; 4; 0.048597; 78.8688
Int astro; 78; 2; 0.0098808; 19.731
Int astro; 78; 11; 0.035456; 105.5282
Int astro; 78; 5; 0.0024517; 9.3585
Int astro; 78; 2; -0.0096348; -47.9546
Int astro; 78; 18; 0.069885; -710.2377
Int astro; 78; 2; 0.042452; -250.1572
Int astro; 79; 2; 0.34973; -438.446
Int astro; 79; 2; 0.34724; -430.2541
Int astro; 79; 3; 0.10828; -124.3189
Int astro; 79; 44; 0.29459; -299.9162
Int astro; 79; 2; 0.11798; -105.8839
Int astro; 81; 19; 0.40099; 22.6406
Int astro; 81; 25; 0.39194; 22.2364
Int astro; 81; 25; 0.3368; 19.214
Int astro; 81; 26; 0.31475; 18.1202
Int astro; 81; 22; 0.20221; 11.7836
Int astro; 81; 27; 0.1941; 11.4572
Int astro; 81; 20; 0.151; 9.0626
Int astro; 81; 22; 0.18899; 11.4724
Int astro; 81; 19; 0.1141; 7.0405
Int astro; 81; 21; 0.20851; 12.9956
Int astro; 81; 22; 0.1738; 10.9971
Int astro; 81; 18; 0.17918; 11.4958
Int astro; 81; 19; 0.21714; 14.103
Int astro; 81; 22; 0.1989; 13.084
Int astro; 81; 31; 0.14095; 9.4759
Int astro; 81; 18; 0.089514; 6.1023
Int astro; 81; 21; 0.14886; 10.5728
Int astro; 81; 19; 0.069816; 5.2515
Int astro; 81; 23; 0.12477; 9.8898
Int astro; 81; 39; 0.15944; 13.0504
Int astro; 81; 29; 0.087821; 7.4354
Int astro; 81; 65; 0.16159; 14.4642
Int astro; 81; 28; 0.058004; 6.0759
Int astro; 81; 48; 0.083041; 9.1668
Int astro; 81; 30; 0.033038; 3.7681
Int astro; 81; 34; 0.094456; 11.1098
Int astro; 81; 38; 0.026325; 3.271
Int astro; 81; 30; 0.10962; 14.4087
Int astro; 81; 38; 0.10076; 13.517
Int astro; 81; 17; 0.055025; 7.7403
Int astro; 81; 36; 0.12133; 17.6469
Int astro; 81; 22; 0.083014; 12.3703
Int astro; 81; 16; 0.03206; 4.8972
Int astro; 81; 13; -0.00030655; -0.04717
Int astro; 83; 4; 0.14112; 29.6527
Int astro; 83; 2; 0.13845; 29.1311
Int astro; 83; 3; 0.17847; 37.658
Int astro; 83; 3; 0.22361; 47.4638
Int astro; 83; 4; 0.14375; 30.8941
Int astro; 83; 15; 0.18895; 41.0908
Int astro; 83; 18; 0.17325; 38.7212
Int astro; 83; 38; 0.15827; 37.9512
Int astro; 83; 19; 0.18256; 46.4004
Int astro; 83; 2; 0.009035; 2.3773
Int astro; 83; 5; -0.0084007; -2.2586
Int astro; 83; 2; -0.030222; -8.229
Int astro; 83; 86; 0.14754; 50.0528
Int astro; 83; 10; 0.049289; 20.9618
Int astro; 83; 50; 0.18084; 106.2103
Int astro; 83; 2; 0.030351; 21.3183
Int astro; 83; 2; 0.032133; 23.0179
Int astro; 83; 2; 0.084712; 66.6583
Int astro; 83; 2; -0.069967; -83.3692
Int astro; 83; 2; -0.069587; -85.2312
Int astro; 83; 22; 0.16146; -1042.5629
Int astro; 84; 19; 0.43217; 15.1655
Int astro; 84; 27; 0.64565; 22.7396
Int astro; 84; 27; 0.47732; 16.8026
Int astro; 84; 21; 0.47452; 16.6797
Int astro; 84; 22; 0.32798; 11.5202
Int astro; 84; 19; 0.47845; 16.7674
Int astro; 84; 21; 0.38129; 13.3578
Int astro; 84; 17; 0.30535; 10.6904
Int astro; 84; 18; 0.33487; 11.7171
Int astro; 84; 17; 0.3316; 11.5756
Int astro; 84; 20; 0.50235; 17.539
Int astro; 84; 16; 0.27783; 9.7053
Int astro; 84; 18; 0.33434; 11.7068
Int astro; 84; 17; 0.44039; 15.5015
Int astro; 84; 16; 0.47658; 16.834
Int astro; 84; 17; 0.31163; 11.0713
Int astro; 84; 16; 0.27055; 9.6678
Int astro; 84; 19; 0.38369; 13.843
Int astro; 84; 19; 0.40652; 14.789
Int astro; 84; 17; 0.29116; 10.6966
Int astro; 84; 16; 0.35011; 12.9748
Int astro; 84; 18; 0.22939; 8.5729
Int astro; 84; 17; 0.27146; 10.2575
Int astro; 84; 18; 0.30159; 11.4561
Int astro; 84; 17; 0.31329; 12.0181
Int astro; 84; 17; 0.32105; 12.4337
